doc_no,erp_amount,db_amount,max_date,payment_amount,max_date_payment,total_db,tx_date,diff
19453,0.0,0.0,,-3445.0,2023-04-02,-3445.0,2023-04-02,3445.0
19525,0.0,0.0,,-2553.0,2023-04-03,-2553.0,2023-04-03,2553.0
19032,0.0,4244.16,2023-04-03,0.0,,4244.16,2023-04-03,-4244.16
19068,0.0,3795.0,2023-04-03,0.0,,3795.0,2023-04-03,-3795.0
4683,0.0,-3795.0,2023-04-03,0.0,,-3795.0,2023-04-03,3795.0
4684,0.0,-1725.0,2023-04-03,0.0,,-1725.0,2023-04-03,1725.0
19608,0.0,0.0,,-4828.6,2023-04-05,-4828.6,2023-04-05,4828.6
19126,0.0,4828.49,2023-04-05,0.0,,4828.49,2023-04-05,-4828.49
19646,0.0,0.0,,-4244.16,2023-04-07,-4244.16,2023-04-07,4244.16
19179,0.0,4828.49,2023-04-07,0.0,,4828.49,2023-04-07,-4828.49
19783,0.0,0.0,,-4826.0,2023-04-11,-4826.0,2023-04-11,4826.0
19252,0.0,4163.05,2023-04-11,0.0,,4163.05,2023-04-11,-4163.05
19821,0.0,0.0,,-4163.05,2023-04-13,-4163.05,2023-04-13,4163.05
19332,0.0,3795.0,2023-04-13,0.0,,3795.0,2023-04-13,-3795.0
19327,0.0,4133.77,2023-04-13,0.0,,4133.77,2023-04-13,-4133.77
4712,0.0,-2415.0,2023-04-13,0.0,,-2415.0,2023-04-13,2415.0
19409,0.0,4972.5,2023-04-16,0.0,,4972.5,2023-04-16,-4972.5
19911,0.0,0.0,,-4972.5,2023-04-16,-4972.5,2023-04-16,4972.5
19486,0.0,4702.9,2023-04-18,0.0,,4702.9,2023-04-18,-4702.9
19997,0.0,0.0,,-4133.7,2023-04-19,-4133.7,2023-04-19,4133.7
19586,0.0,4972.5,2023-04-23,0.0,,4972.5,2023-04-23,-4972.5
20087,0.0,0.0,,-4702.9,2023-04-23,-4702.9,2023-04-23,4702.9
4801,0.0,-4485.0,2023-04-27,0.0,,-4485.0,2023-04-27,4485.0
19705,0.0,4485.0,2023-04-27,0.0,,4485.0,2023-04-27,-4485.0
20210,0.0,0.0,,-4972.5,2023-04-27,-4972.5,2023-04-27,4972.5
19703,0.0,4972.5,2023-04-27,0.0,,4972.5,2023-04-27,-4972.5
19854,0.0,5272.04,2023-04-30,0.0,,5272.04,2023-04-30,-5272.04
20281,0.0,0.0,,-4972.5,2023-04-30,-4972.5,2023-04-30,4972.5
4834,0.0,-3105.0,2023-05-01,0.0,,-3105.0,2023-05-01,3105.0
4841,0.0,-1380.0,2023-05-01,0.0,,-1380.0,2023-05-01,1380.0
19855,0.0,4485.0,2023-05-01,0.0,,4485.0,2023-05-01,-4485.0
19865,0.0,4583.08,2023-05-02,0.0,,4583.08,2023-05-02,-4583.08
19871,0.0,4163.71,2023-05-02,0.0,,4163.71,2023-05-02,-4163.71
20364,0.0,0.0,,-5272.5,2023-05-02,-5272.5,2023-05-02,5272.5
4832,0.0,-4583.08,2023-05-02,0.0,,-4583.08,2023-05-02,4583.08
20038,0.0,3759.09,2023-05-07,0.0,,3759.09,2023-05-07,-3759.09
20511,0.0,0.0,,-4163.4,2023-05-07,-4163.4,2023-05-07,4163.4
4888,0.0,-2070.0,2023-05-08,0.0,,-2070.0,2023-05-08,2070.0
20079,0.0,3445.81,2023-05-08,0.0,,3445.81,2023-05-08,-3445.81
20085,0.0,2070.0,2023-05-08,0.0,,2070.0,2023-05-08,-2070.0
20554,0.0,0.0,,-3759.0,2023-05-08,-3759.0,2023-05-08,3759.0
20122,0.0,3002.02,2023-05-09,0.0,,3002.02,2023-05-09,-3002.02
20123,0.0,1035.0,2023-05-09,0.0,,1035.0,2023-05-09,-1035.0
20573,0.0,0.0,,-3446.0,2023-05-09,-3446.0,2023-05-09,3446.0
4906,0.0,-1035.0,2023-05-09,0.0,,-1035.0,2023-05-09,1035.0
20147,0.0,3795.0,2023-05-10,0.0,,3795.0,2023-05-10,-3795.0
20163,0.0,5142.62,2023-05-10,0.0,,5142.62,2023-05-10,-5142.62
4911,0.0,-3795.0,2023-05-10,0.0,,-3795.0,2023-05-10,3795.0
20610,0.0,0.0,,-3002.02,2023-05-10,-3002.02,2023-05-10,3002.02
20620,0.0,0.0,,-2350.0,2023-05-11,-2350.0,2023-05-11,2350.0
20190,0.0,2349.45,2023-05-11,0.0,,2349.45,2023-05-11,-2349.45
20209,0.0,2506.03,2023-05-11,0.0,,2506.03,2023-05-11,-2506.03
20191,0.0,3450.0,2023-05-11,0.0,,3450.0,2023-05-11,-3450.0
20638,0.0,0.0,,-2506.0,2023-05-11,-2506.0,2023-05-11,2506.0
4926,0.0,-4140.0,2023-05-11,0.0,,-4140.0,2023-05-11,4140.0
20217,0.0,3941.8,2023-05-12,0.0,,3941.8,2023-05-12,-3941.8
4939,0.0,-1725.0,2023-05-12,0.0,,-1725.0,2023-05-12,1725.0
20218,0.0,2415.0,2023-05-12,0.0,,2415.0,2023-05-12,-2415.0
4942,0.0,-3795.0,2023-05-14,0.0,,-3795.0,2023-05-14,3795.0
20678,0.0,0.0,,-3942.0,2023-05-14,-3942.0,2023-05-14,3942.0
20659,0.0,0.0,,-5142.6,2023-05-14,-5142.6,2023-05-14,5142.6
20245,0.0,3105.0,2023-05-14,0.0,,3105.0,2023-05-14,-3105.0
20248,0.0,4281.17,2023-05-14,0.0,,4281.17,2023-05-14,-4281.17
20735,0.0,0.0,,-4282.0,2023-05-15,-4282.0,2023-05-15,4282.0
4953,0.0,-3450.0,2023-05-15,0.0,,-3450.0,2023-05-15,3450.0
20273,0.0,4385.59,2023-05-15,0.0,,4385.59,2023-05-15,-4385.59
20288,0.0,3450.0,2023-05-15,0.0,,3450.0,2023-05-15,-3450.0
20331,0.0,3105.0,2023-05-16,0.0,,3105.0,2023-05-16,-3105.0
20311,0.0,4672.73,2023-05-16,0.0,,4672.73,2023-05-16,-4672.73
20770,0.0,0.0,,-4385.6,2023-05-16,-4385.6,2023-05-16,4385.6
4965,0.0,-3105.0,2023-05-16,0.0,,-3105.0,2023-05-16,3105.0
20825,0.0,0.0,,-6527.0,2023-05-18,-6527.0,2023-05-18,6527.0
4982,0.0,-4140.0,2023-05-18,0.0,,-4140.0,2023-05-18,4140.0
20390,0.0,4140.0,2023-05-18,0.0,,4140.0,2023-05-18,-4140.0
20381,0.0,6526.16,2023-05-18,0.0,,6526.16,2023-05-18,-6526.16
20889,0.0,0.0,,-3994.0,2023-05-19,-3994.0,2023-05-19,3994.0
5000,0.0,-2415.0,2023-05-19,0.0,,-2415.0,2023-05-19,2415.0
20451,0.0,3795.0,2023-05-19,0.0,,3795.0,2023-05-19,-3795.0
20446,0.0,3994.03,2023-05-19,0.0,,3994.03,2023-05-19,-3994.03
5008,0.0,-2070.0,2023-05-21,0.0,,-2070.0,2023-05-21,2070.0
20928,0.0,0.0,,-3000.0,2023-05-21,-3000.0,2023-05-21,3000.0
20506,0.0,6056.27,2023-05-21,0.0,,6056.27,2023-05-21,-6056.27
20507,0.0,3450.0,2023-05-21,0.0,,3450.0,2023-05-21,-3450.0
20879,0.0,0.0,,-3994.0,2023-05-21,-3994.0,2023-05-21,3994.0
5009,0.0,-1380.0,2023-05-21,0.0,,-1380.0,2023-05-21,1380.0
20548,0.0,6630.58,2023-05-23,0.0,,6630.58,2023-05-23,-6630.58
20981,0.0,0.0,,-6630.6,2023-05-23,-6630.6,2023-05-23,6630.6
20565,0.0,4485.0,2023-05-23,0.0,,4485.0,2023-05-23,-4485.0
5027,0.0,-5520.0,2023-05-23,0.0,,-5520.0,2023-05-23,5520.0
5049,0.0,-3795.0,2023-05-25,0.0,,-3795.0,2023-05-25,3795.0
20637,0.0,5534.19,2023-05-25,0.0,,5534.19,2023-05-25,-5534.19
20640,0.0,3450.0,2023-05-25,0.0,,3450.0,2023-05-25,-3450.0
21039,0.0,0.0,,-3735.0,2023-05-25,-3735.0,2023-05-25,3735.0
5065,0.0,-4485.0,2023-05-26,0.0,,-4485.0,2023-05-26,4485.0
21070,0.0,0.0,,-5534.19,2023-05-26,-5534.19,2023-05-26,5534.19
20706,0.0,5865.0,2023-05-26,0.0,,5865.0,2023-05-26,-5865.0
20700,0.0,8092.43,2023-05-26,0.0,,8092.43,2023-05-26,-8092.43
21132,0.0,0.0,,-8092.5,2023-05-28,-8092.5,2023-05-28,8092.5
20734,0.0,4855.48,2023-05-28,0.0,,4855.48,2023-05-28,-4855.48
5094,0.0,-3105.0,2023-05-29,0.0,,-3105.0,2023-05-29,3105.0
20810,0.0,3450.0,2023-05-30,0.0,,3450.0,2023-05-30,-3450.0
20806,0.0,4646.64,2023-05-30,0.0,,4646.64,2023-05-30,-4646.64
21190,0.0,0.0,,-4855.5,2023-05-30,-4855.5,2023-05-30,4855.5
20861,0.0,1725.0,2023-05-31,0.0,,1725.0,2023-05-31,-1725.0
20856,0.0,3210.87,2023-05-31,0.0,,3210.87,2023-05-31,-3210.87
21216,0.0,0.0,,-4647.0,2023-05-31,-4647.0,2023-05-31,4647.0
5100,0.0,-2070.0,2023-05-31,0.0,,-2070.0,2023-05-31,2070.0
20905,0.0,5769.12,2023-06-01,0.0,,5769.12,2023-06-01,-5769.12
20923,0.0,4140.0,2023-06-01,0.0,,4140.0,2023-06-01,-4140.0
21250,0.0,0.0,,-3211.0,2023-06-01,-3211.0,2023-06-01,3211.0
5112,0.0,-4140.0,2023-06-01,0.0,,-4140.0,2023-06-01,4140.0
5133,0.0,-6210.0,2023-06-02,0.0,,-6210.0,2023-06-02,6210.0
20960,0.0,6552.3,2023-06-02,0.0,,6552.3,2023-06-02,-6552.3
20961,0.0,2975.92,2023-06-02,0.0,,2975.92,2023-06-02,-2975.92
20967,0.0,7245.0,2023-06-02,0.0,,7245.0,2023-06-02,-7245.0
21275,0.0,0.0,,-5770.0,2023-06-02,-5770.0,2023-06-02,5770.0
21307,0.0,0.0,,-2976.0,2023-06-02,-2976.0,2023-06-02,2976.0
21019,0.0,2427.74,2023-06-04,0.0,,2427.74,2023-06-04,-2427.74
21020,0.0,2070.0,2023-06-04,0.0,,2070.0,2023-06-04,-2070.0
21306,0.0,0.0,,-6552.3,2023-06-04,-6552.3,2023-06-04,6552.3
21128,0.0,4830.0,2023-06-05,0.0,,4830.0,2023-06-05,-4830.0
21036,0.0,5325.37,2023-06-05,0.0,,5325.37,2023-06-05,-5325.37
21362,0.0,0.0,,-5326.0,2023-06-05,-5326.0,2023-06-05,5326.0
5156,0.0,-6210.0,2023-06-05,0.0,,-6210.0,2023-06-05,6210.0
21436,0.0,0.0,,-2427.9,2023-06-06,-2427.9,2023-06-06,2427.9
21072,0.0,4013.18,2023-06-06,0.0,,4013.18,2023-06-06,-4013.18
21151,0.0,5297.41,2023-06-08,0.0,,5297.41,2023-06-08,-5297.41
21497,0.0,0.0,,-4013.18,2023-06-08,-4013.18,2023-06-08,4013.18
21156,0.0,3105.0,2023-06-08,0.0,,3105.0,2023-06-08,-3105.0
5163,0.0,-3105.0,2023-06-08,0.0,,-3105.0,2023-06-08,3105.0
5169,0.0,-4140.0,2023-06-09,0.0,,-4140.0,2023-06-09,4140.0
21513,0.0,0.0,,-5297.41,2023-06-09,-5297.41,2023-06-09,5297.41
21184,0.0,4140.0,2023-06-09,0.0,,4140.0,2023-06-09,-4140.0
21183,0.0,5511.42,2023-06-09,0.0,,5511.42,2023-06-09,-5511.42
21233,0.0,6528.11,2023-06-11,0.0,,6528.11,2023-06-11,-6528.11
5194,0.0,-4485.0,2023-06-11,0.0,,-4485.0,2023-06-11,4485.0
21544,0.0,0.0,,-5511.5,2023-06-11,-5511.5,2023-06-11,5511.5
21232,0.0,4485.0,2023-06-11,0.0,,4485.0,2023-06-11,-4485.0
21286,0.0,2760.0,2023-06-12,0.0,,2760.0,2023-06-12,-2760.0
5203,0.0,-4830.0,2023-06-12,0.0,,-4830.0,2023-06-12,4830.0
21746,0.0,0.0,,-6530.0,2023-06-12,-6530.0,2023-06-12,6530.0
21265,0.0,4013.18,2023-06-12,0.0,,4013.18,2023-06-12,-4013.18
21586,0.0,0.0,,-1284.23,2023-06-13,-1284.23,2023-06-13,1284.23
21264,0.0,345.0,2023-06-13,0.0,,345.0,2023-06-13,-345.0
21263,0.0,1284.23,2023-06-13,0.0,,1284.23,2023-06-13,-1284.23
5230,0.0,-3450.0,2023-06-14,0.0,,-3450.0,2023-06-14,3450.0
21654,0.0,0.0,,-4013.1,2023-06-14,-4013.1,2023-06-14,4013.1
21332,0.0,4708.77,2023-06-14,0.0,,4708.77,2023-06-14,-4708.77
21339,0.0,4485.0,2023-06-14,0.0,,4485.0,2023-06-14,-4485.0
5247,0.0,-6900.0,2023-06-16,0.0,,-6900.0,2023-06-16,6900.0
21391,0.0,6260.55,2023-06-16,0.0,,6260.55,2023-06-16,-6260.55
21392,0.0,1765.8,2023-06-16,0.0,,1765.8,2023-06-16,-1765.8
21412,0.0,4830.0,2023-06-16,0.0,,4830.0,2023-06-16,-4830.0
21699,0.0,0.0,,-6985.0,2023-06-16,-6985.0,2023-06-16,6985.0
21413,0.0,1035.0,2023-06-16,0.0,,1035.0,2023-06-16,-1035.0
21716,0.0,0.0,,-5750.0,2023-06-18,-5750.0,2023-06-18,5750.0
5254,0.0,-2760.0,2023-06-18,0.0,,-2760.0,2023-06-18,2760.0
21434,0.0,5778.98,2023-06-18,0.0,,5778.98,2023-06-18,-5778.98
21440,0.0,3795.0,2023-06-18,0.0,,3795.0,2023-06-18,-3795.0
21559,0.0,6795.65,2023-06-21,0.0,,6795.65,2023-06-21,-6795.65
21562,0.0,4485.0,2023-06-21,0.0,,4485.0,2023-06-21,-4485.0
21863,0.0,0.0,,-5779.0,2023-06-21,-5779.0,2023-06-21,5779.0
5297,0.0,-4485.0,2023-06-21,0.0,,-4485.0,2023-06-21,4485.0
21640,0.0,6742.13,2023-06-23,0.0,,6742.13,2023-06-23,-6742.13
21643,0.0,5175.0,2023-06-23,0.0,,5175.0,2023-06-23,-5175.0
21934,0.0,0.0,,-6742.13,2023-06-25,-6742.13,2023-06-25,6742.13
21678,0.0,5778.98,2023-06-25,0.0,,5778.98,2023-06-25,-5778.98
5334,0.0,-3795.0,2023-06-25,0.0,,-3795.0,2023-06-25,3795.0
21688,0.0,3795.0,2023-06-25,0.0,,3795.0,2023-06-25,-3795.0
5324,0.0,-5175.0,2023-06-25,0.0,,-5175.0,2023-06-25,5175.0
21757,0.0,3959.66,2023-06-27,0.0,,3959.66,2023-06-27,-3959.66
22048,0.0,0.0,,-5779.0,2023-06-27,-5779.0,2023-06-27,5779.0
21764,0.0,3795.0,2023-06-27,0.0,,3795.0,2023-06-27,-3795.0
5355,0.0,-3795.0,2023-06-27,0.0,,-3795.0,2023-06-27,3795.0
5389,0.0,-3795.0,2023-06-29,0.0,,-3795.0,2023-06-29,3795.0
21851,0.0,7170.22,2023-06-29,0.0,,7170.22,2023-06-29,-7170.22
22084,0.0,0.0,,-3960.0,2023-06-29,-3960.0,2023-06-29,3960.0
21875,0.0,4830.0,2023-06-29,0.0,,4830.0,2023-06-29,-4830.0
5393,0.0,-1035.0,2023-06-30,0.0,,-1035.0,2023-06-30,1035.0
5394,0.0,-4140.0,2023-06-30,0.0,,-4140.0,2023-06-30,4140.0
22119,0.0,0.0,,-7170.0,2023-06-30,-7170.0,2023-06-30,7170.0
21897,0.0,5520.0,2023-06-30,-6795.65,2023-06-23,-1275.65,2023-06-30,1275.65
21896,0.0,6742.13,2023-06-30,0.0,,6742.13,2023-06-30,-6742.13
22208,0.0,0.0,,-6743.3,2023-07-03,-6743.3,2023-07-03,6743.3
5422,0.0,-5865.0,2023-07-03,0.0,,-5865.0,2023-07-03,5865.0
21969,0.0,4485.0,2023-07-03,0.0,,4485.0,2023-07-03,-4485.0
21968,0.0,5752.22,2023-07-03,0.0,,5752.22,2023-07-03,-5752.22
22264,0.0,0.0,,-5753.0,2023-07-05,-5753.0,2023-07-05,5753.0
5439,0.0,-4140.0,2023-07-05,0.0,,-4140.0,2023-07-05,4140.0
22044,0.0,5645.2,2023-07-05,0.0,,5645.2,2023-07-05,-5645.2
22045,0.0,4140.0,2023-07-05,0.0,,4140.0,2023-07-05,-4140.0
5464,0.0,-6210.0,2023-07-07,0.0,,-6210.0,2023-07-07,6210.0
22303,0.0,0.0,,-5646.0,2023-07-07,-5646.0,2023-07-07,5646.0
22111,0.0,7353.72,2023-07-07,0.0,,7353.72,2023-07-07,-7353.72
22112,0.0,6210.0,2023-07-07,0.0,,6210.0,2023-07-07,-6210.0
5480,0.0,-5520.0,2023-07-09,0.0,,-5520.0,2023-07-09,5520.0
22192,0.0,6555.45,2023-07-09,0.0,,6555.45,2023-07-09,-6555.45
22193,0.0,5520.0,2023-07-09,0.0,,5520.0,2023-07-09,-5520.0
22324,0.0,0.0,,-7354.0,2023-07-09,-7354.0,2023-07-09,7354.0
22222,0.0,5520.0,2023-07-10,0.0,,5520.0,2023-07-10,-5520.0
22369,0.0,0.0,,-6556.0,2023-07-10,-6556.0,2023-07-10,6556.0
5492,0.0,-5520.0,2023-07-10,0.0,,-5520.0,2023-07-10,5520.0
22221,0.0,4571.9198,2023-07-10,0.0,,4571.92,2023-07-10,-4571.92
22293,0.0,5878.18,2023-07-11,0.0,,5878.18,2023-07-11,-5878.18
5504,0.0,-4140.0,2023-07-11,0.0,,-4140.0,2023-07-11,4140.0
22289,0.0,4830.0,2023-07-11,0.0,,4830.0,2023-07-11,-4830.0
22438,0.0,0.0,,-5033.0,2023-07-11,-5033.0,2023-07-11,5033.0
5528,0.0,-4830.0,2023-07-13,0.0,,-4830.0,2023-07-13,4830.0
22493,0.0,0.0,,-5880.0,2023-07-13,-5880.0,2023-07-13,5880.0
22379,0.0,5733.0496,2023-07-13,0.0,,5733.05,2023-07-13,-5733.05
22380,0.0,5520.0,2023-07-13,0.0,,5520.0,2023-07-13,-5520.0
22528,0.0,0.0,,-5740.0,2023-07-14,-5740.0,2023-07-14,5740.0
22413,0.0,5520.0,2023-07-14,0.0,,5520.0,2023-07-14,-5520.0
22407,0.0,5029.44,2023-07-14,0.0,,5029.44,2023-07-14,-5029.44
5544,0.0,-5520.0,2023-07-14,0.0,,-5520.0,2023-07-14,5520.0
5573,0.0,-5175.0,2023-07-18,0.0,,-5175.0,2023-07-18,5175.0
22637,0.0,0.0,,-5030.0,2023-07-18,-5030.0,2023-07-18,5030.0
22519,0.0,6095.8896,2023-07-18,0.0,,6095.89,2023-07-18,-6095.89
22532,0.0,5175.0,2023-07-18,0.0,,5175.0,2023-07-18,-5175.0
22597,0.0,4789.6198,2023-07-20,0.0,,4789.62,2023-07-20,-4789.62
22709,0.0,0.0,,-6096.0,2023-07-20,-6096.0,2023-07-20,6096.0
5597,0.0,-3105.0,2023-07-20,0.0,,-3105.0,2023-07-20,3105.0
22598,0.0,3105.0,2023-07-20,0.0,,3105.0,2023-07-20,-3105.0
22757,0.0,0.0,,-4790.0,2023-07-21,-4790.0,2023-07-21,4790.0
5680,0.0,-6210.0,2023-07-26,0.0,,-6210.0,2023-07-26,6210.0
22819,0.0,7245.0,2023-07-26,0.0,,7245.0,2023-07-26,-7245.0
22821,0.0,7181.4505,2023-07-26,0.0,,7181.45,2023-07-26,-7181.45
5724,0.0,-5175.0,2023-07-30,0.0,,-5175.0,2023-07-30,5175.0
22945,0.0,5222.8899,2023-07-30,0.0,,5222.89,2023-07-30,-5222.89
22965,0.0,0.0,,-7181.5,2023-07-30,-7181.5,2023-07-30,7181.5
22946,0.0,3795.0,2023-07-30,0.0,,3795.0,2023-07-30,-3795.0
23034,0.0,4231.52,2023-08-01,0.0,,4231.52,2023-08-01,-4231.52
5749,0.0,-3795.0,2023-08-01,0.0,,-3795.0,2023-08-01,3795.0
23032,0.0,0.0,,-5222.9,2023-08-01,-5222.9,2023-08-01,5222.9
23025,0.0,4830.0,2023-08-01,0.0,,4830.0,2023-08-01,-4830.0
23148,0.0,0.0,,-4231.8,2023-08-04,-4231.8,2023-08-04,4231.8
23162,0.0,4555.99,2023-08-04,0.0,,4555.99,2023-08-04,-4555.99
23163,0.0,4485.0,2023-08-04,0.0,,4485.0,2023-08-04,-4485.0
5800,0.0,-4485.0,2023-08-04,0.0,,-4485.0,2023-08-04,4485.0
23217,0.0,0.0,,-4556.0,2023-08-07,-4556.0,2023-08-07,4556.0
23239,0.0,4168.7398,2023-08-07,0.0,,4168.74,2023-08-07,-4168.74
23240,0.0,3450.0,2023-08-07,0.0,,3450.0,2023-08-07,-3450.0
5820,0.0,-3450.0,2023-08-07,0.0,,-3450.0,2023-08-07,3450.0
5844,0.0,-4830.0,2023-08-09,0.0,,-4830.0,2023-08-09,4830.0
23280,0.0,4647.1196,2023-08-09,0.0,,4647.12,2023-08-09,-4647.12
23281,0.0,4830.0,2023-08-09,0.0,,4830.0,2023-08-09,-4830.0
5851,0.0,-3795.0,2023-08-10,0.0,,-3795.0,2023-08-10,3795.0
23282,0.0,0.0,,-7312.5,2023-08-10,-7312.5,2023-08-10,7312.5
23321,0.0,3795.0,2023-08-10,0.0,,3795.0,2023-08-10,-3795.0
23320,0.0,3143.64,2023-08-10,0.0,,3143.64,2023-08-10,-3143.64
23367,0.0,0.0,,-4647.2,2023-08-13,-4647.2,2023-08-13,4647.2
23442,0.0,4669.7,2023-08-13,0.0,,4669.7,2023-08-13,-4669.7
5885,0.0,-4485.0,2023-08-13,0.0,,-4485.0,2023-08-13,4485.0
5882,0.0,-4669.72,2023-08-13,0.0,,-4669.72,2023-08-13,4669.72
23439,0.0,4485.0,2023-08-13,0.0,,4485.0,2023-08-13,-4485.0
23438,0.0,4669.7,2023-08-13,0.0,,4669.7,2023-08-13,-4669.7
23471,0.0,0.0,,-4670.0,2023-08-17,-4670.0,2023-08-17,4670.0
23558,0.0,4647.1196,2023-08-17,0.0,,4647.12,2023-08-17,-4647.12
23559,0.0,4830.0,2023-08-17,-4647.2,2023-08-21,182.8,2023-08-17,-182.8
5928,0.0,-4830.0,2023-08-17,0.0,,-4830.0,2023-08-17,4830.0
5970,0.0,-4830.0,2023-08-21,0.0,,-4830.0,2023-08-21,4830.0
23673,0.0,3325.8796,2023-08-21,0.0,,3325.88,2023-08-21,-3325.88
23674,0.0,4830.0,2023-08-21,0.0,,4830.0,2023-08-21,-4830.0
5991,0.0,-5175.0,2023-08-24,0.0,,-5175.0,2023-08-24,5175.0
23643,0.0,0.0,,-3325.8,2023-08-24,-3325.8,2023-08-24,3325.8
23754,0.0,4920.4805,2023-08-24,0.0,,4920.48,2023-08-24,-4920.48
23755,0.0,3795.0,2023-08-24,0.0,,3795.0,2023-08-24,-3795.0
23693,0.0,0.0,,-4920.5,2023-08-27,-4920.5,2023-08-27,4920.5
6025,0.0,-5520.0,2023-08-27,0.0,,-5520.0,2023-08-27,5520.0
23866,0.0,5175.0,2023-08-27,0.0,,5175.0,2023-08-27,-5175.0
23864,0.0,5575.68,2023-08-27,0.0,,5575.68,2023-08-27,-5575.68
23989,0.0,2760.0,2023-08-30,0.0,,2760.0,2023-08-30,-2760.0
23798,0.0,0.0,,-5575.68,2023-08-30,-5575.68,2023-08-30,5575.68
23988,0.0,4522.79,2023-08-30,0.0,,4522.79,2023-08-30,-4522.79
6068,0.0,-2415.0,2023-08-31,0.0,,-2415.0,2023-08-31,2415.0
23920,0.0,0.0,,-4522.8,2023-09-03,-4522.8,2023-09-03,4522.8
24151,0.0,4451.01,2023-09-03,0.0,,4451.01,2023-09-03,-4451.01
24154,0.0,4140.0,2023-09-03,0.0,,4140.0,2023-09-03,-4140.0
23972,0.0,0.0,,-2776.0,2023-09-04,-2776.0,2023-09-04,2776.0
6117,0.0,-4140.0,2023-09-04,0.0,,-4140.0,2023-09-04,4140.0
24188,0.0,3924.5198,2023-09-05,0.0,,3924.52,2023-09-05,-3924.52
24189,0.0,3105.0,2023-09-05,0.0,,3105.0,2023-09-05,-3105.0
6138,0.0,-3105.0,2023-09-05,0.0,,-3105.0,2023-09-05,3105.0
24065,0.0,0.0,,-1148.5,2023-09-06,-1148.5,2023-09-06,1148.5
24064,0.0,0.0,,-4451.0,2023-09-06,-4451.0,2023-09-06,4451.0
6169,0.0,-5520.0,2023-09-07,0.0,,-5520.0,2023-09-07,5520.0
24279,0.0,6278.98,2023-09-07,0.0,,6278.98,2023-09-07,-6278.98
24280,0.0,5520.0,2023-09-07,0.0,,5520.0,2023-09-07,-5520.0
6191,0.0,-4830.0,2023-09-10,0.0,,-4830.0,2023-09-10,4830.0
24141,0.0,0.0,,-6279.0,2023-09-10,-6279.0,2023-09-10,6279.0
24384,0.0,4982.23,2023-09-10,0.0,,4982.23,2023-09-10,-4982.23
24385,0.0,4830.0,2023-09-10,0.0,,4830.0,2023-09-10,-4830.0
24208,0.0,0.0,,-4982.23,2023-09-12,-4982.23,2023-09-12,4982.23
24434,0.0,4982.23,2023-09-12,0.0,,4982.23,2023-09-12,-4982.23
6211,0.0,-4830.0,2023-09-12,0.0,,-4830.0,2023-09-12,4830.0
24435,0.0,4830.0,2023-09-12,0.0,,4830.0,2023-09-12,-4830.0
24466,0.0,2184.01,2023-09-13,0.0,,2184.01,2023-09-13,-2184.01
24467,0.0,690.0,2023-09-13,0.0,,690.0,2023-09-13,-690.0
6220,0.0,-690.0,2023-09-13,0.0,,-690.0,2023-09-13,690.0
24228,0.0,0.0,,-2184.0,2023-09-13,-2184.0,2023-09-13,2184.0
24497,0.0,5664.74,2023-09-14,0.0,,5664.74,2023-09-14,-5664.74
24498,0.0,4485.0,2023-09-14,0.0,,4485.0,2023-09-14,-4485.0
6225,0.0,-4485.0,2023-09-14,0.0,,-4485.0,2023-09-14,4485.0
24245,0.0,0.0,,-4983.0,2023-09-14,-4983.0,2023-09-14,4983.0
24310,0.0,0.0,,-5664.8,2023-09-15,-5664.8,2023-09-15,5664.8
24557,0.0,3450.0,2023-09-15,0.0,,3450.0,2023-09-15,-3450.0
24556,0.0,5937.76,2023-09-15,0.0,,5937.76,2023-09-15,-5937.76
24340,0.0,0.0,,-5937.8,2023-09-17,-5937.8,2023-09-17,5937.8
24603,0.0,4830.0,2023-09-17,0.0,,4830.0,2023-09-17,-4830.0
24602,0.0,4982.24,2023-09-17,0.0,,4982.24,2023-09-17,-4982.24
6259,0.0,-4830.0,2023-09-17,0.0,,-4830.0,2023-09-17,4830.0
6249,0.0,-3450.0,2023-09-17,0.0,,-3450.0,2023-09-17,3450.0
24428,0.0,0.0,,-4982.24,2023-09-20,-4982.24,2023-09-20,4982.24
24722,0.0,7120.75,2023-09-21,0.0,,7120.75,2023-09-21,-7120.75
6302,0.0,-4140.0,2023-09-21,0.0,,-4140.0,2023-09-21,4140.0
24723,0.0,4140.0,2023-09-21,0.0,,4140.0,2023-09-21,-4140.0
24606,0.0,0.0,,-7120.75,2023-09-22,-7120.75,2023-09-22,7120.75
24783,0.0,5865.0,2023-09-22,0.0,,5865.0,2023-09-22,-5865.0
6349,0.0,-5865.0,2023-09-22,0.0,,-5865.0,2023-09-22,5865.0
24782,0.0,5823.97,2023-09-22,0.0,,5823.97,2023-09-22,-5823.97
24609,0.0,0.0,,-7461.98,2023-09-27,-7461.98,2023-09-27,7461.98
24886,0.0,6210.0,2023-09-27,0.0,,6210.0,2023-09-27,-6210.0
6352,0.0,-6210.0,2023-09-27,0.0,,-6210.0,2023-09-27,6210.0
24885,0.0,7461.98,2023-09-27,0.0,,7461.98,2023-09-27,-7461.98
6377,0.0,-2415.0,2023-09-29,0.0,,-2415.0,2023-09-29,2415.0
24681,0.0,0.0,,-5824.0,2023-09-29,-5824.0,2023-09-29,5824.0
24979,0.0,2415.0,2023-09-29,0.0,,2415.0,2023-09-29,-2415.0
