"ACCOUNT:","MON001 - SHORTEN INTERNATIONAL 66 ON MONZALI"
"ACCOUNT CURRENCY:","Local"
"DISPLAY CURRENCY:","Local"
"CURRENT BALANCE:","2717.79"
"UD PAY/CHEQUES:","0.00"
"CREDIT CLAIMS:","0.00"
"TOTAL EXCLUDING UD/CLAIMS:","0.00"
"SORT ORDER:","DOCUMENT DATE"
"YEAR:","CURRENT"
"INCLUDE:","UD PAYMENTS, UD CHEQUES, CREDIT CLAIMS"
"EXCLUDE:","ALLOCATION DETAIL"

"LINE","PERIOD","DOCNO","ENTRY","DATE","INVNO","CUSTOMER/BANK REF","ORDER","REFERENCE","AMOUNT","BALANCE"
"45","02","00045880","Invoice","25/08/2025","","DN#20545-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","2411.80"
"46","02","00013305","Crd Note","26/08/2025","","DN#20545-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-3.20"
"47","02","00013317","Crd Note","26/08/2025","","D/N20553","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-2418.20"
"48","02","00045915","Invoice","26/08/2025","","","","SHORTEN INTERNATIONAL 66 ON MO","2611.08","192.88"
"49","02","00045916","Invoice","26/08/2025","","D/N20553","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","2607.88"
"50","02","00040894","Payment","29/08/2025","","TRANSF | STAT 117","","SHORTEN INTERNATIONAL 66 ON MO","-5222.16","-2614.28"
"51","02","00041246","Payment","17/09/2025","","TRANSF | STAT 118","","SHORTEN INTERNATIONAL 66 ON MO","-2668.48","-5282.76"
"52","02","00013650","Crd Note","09/10/2025","","DN#20703-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-7697.76"
"53","02","00046978","Invoice","09/10/2025","","DN#20703","","SHORTEN INTERNATIONAL 66 ON MO","2500.38","-5197.38"
"54","02","00046979","Invoice","09/10/2025","","DN#20703-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-2782.38"
"55","02","00013835","Crd Note","10/11/2025","","DN#20814-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-5197.38"
"56","02","00047587","Invoice","10/11/2025","","DN#20814","","SHORTEN INTERNATIONAL 66 ON MO","2452.38","-2745.00"
"57","02","00047588","Invoice","10/11/2025","","DN#20814-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-330.00"
"58","02","00042302","Payment","19/11/2025","","TRANSF | STAT 120","","SHORTEN INTERNATIONAL 66 ON MO","-2452.38","-2782.38"
"59","02","00014184","Crd Note","30/12/2025","","DN#20961-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-5197.38"
"60","02","00048540","Invoice","30/12/2025","","DN#20961","","SHORTEN INTERNATIONAL 66 ON MO","2464.52","-2732.86"
"61","02","00048541","Invoice","30/12/2025","","DN#20961-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-317.86"
"62","02","00052130","Invoice","27/01/2026","","","","SHORTEN INTERNATIONAL 66 ON MO","960.00","642.14"
"63","02","00043248","Payment","03/02/2026","","TRANSF | STAT 123","","SHORTEN INTERNATIONAL 66 ON MO","-2464.52","-1822.38"
"64","02","00049460","Invoice","26/02/2026","","DN#21803","","SHORTEN INTERNATIONAL 66 ON MO","2508.01","685.63"
"65","02","00049461","Invoice","26/02/2026","","DN#21803-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","3100.63"
"66","02","00014512","Crd Note","28/02/2026","","DN#21803-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","685.63"
"67","02","00043557","Payment","05/03/2026","","TRANSF | STAT 124","","SHORTEN INTERNATIONAL 66 ON MO","-2508.01","-1822.38"
"68","02","00014710","Crd Note","02/04/2026","","DN-21861-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-4237.38"
